id	FRE	MRE	rMA
1A_86	0.04878	0.02700	0.35634
1A_87	0.01005	0.01023	0.50440
1A_88	0.02319	0.00477	0.17055
1A_89	0.03637	0.02254	0.38258
1A_90	0.03243	0.01180	0.26671
1A_91	0.01567	0.03715	0.70328
1A_92	0.01994	0.01088	0.35304
1A_93	0.04994	0.01959	0.28173
1A_94	0.07492	0.02393	0.24205
1A_95	0.00936	0.00792	0.45826
1A_96	0.06666	0.01362	0.16971
1A_97	0.01986	0.00303	0.13248
1A_98	0.01972	0.01029	0.34289
1A_99	0.04616	0.00686	0.12930
1A_100	0.04901	0.03374	0.40774
1A_101	0.00683	0.02515	0.78650
1A_102	0.05344	0.00296	0.05245
1A_103	0.03547	0.01586	0.30899
1A_104	0.00323	0.01637	0.83520
1A_105	0.01041	0.00535	0.33962
1A_106	0.01081	0.00245	0.18478
1A_107	0.03015	0.01775	0.37053
1A_108	0.04061	0.00011	0.00260
1A_109	0.00795	0.00261	0.24704
1A_116	0.03964	0.01525	0.27786
1A_117	0.00480	0.03092	0.86562
1A_118	0.02379	0.00772	0.24507
1A_119	0.00303	0.00000	0.00000
1A_120	0.01101	0.00430	0.28092
1A_121	0.00802	0.00869	0.52014
1A_122	0.00763	0.04968	0.86688
1A_123	0.06382	0.00486	0.07082
1A_124	0.01603	0.00215	0.11847
1A_125	0.01246	0.02223	0.64082
1A_126	0.04799	0.00611	0.11297
1A_127	0.02087	0.00528	0.20175
1A_128	0.08047	0.00731	0.08332
1A_129	0.01236	0.00977	0.44158
1A_130	0.07802	0.01123	0.12582
1A_131	0.04862	0.00557	0.10284
1A_132	0.04799	0.02162	0.31052
1A_133	0.04830	0.02492	0.34031
1A_134	0.04490	0.04256	0.48663
1A_135	0.03407	0.00493	0.12641
1A_136	0.08943	0.00592	0.06213
1A_137	0.00390	0.01154	0.74741
1A_138	0.01275	0.01267	0.49838
1A_139	0.00496	0.00902	0.64518
1A_140	0.02907	0.00038	0.01304
1A_141	0.02189	0.04029	0.64801
1A_142	0.01987	0.00538	0.21312
1A_143	0.08819	0.00439	0.04736
1A_144	0.03118	0.00502	0.13873
1A_145	0.00594	0.02187	0.78627
1A_146	0.00504	0.04704	0.90323
1A_148	0.07365	0.01953	0.20956
1A_149	0.01831	0.00156	0.07852
1A_150	0.05822	0.01295	0.18195
1A_151	0.00000	0.09508	1.00000
1A_152	0.13712	0.00355	0.02526
1A_153	0.03990	0.01449	0.26646
1A_154	0.00205	0.02501	0.92413
1A_155	0.00851	0.01716	0.66857
1A_156	0.04050	0.03165	0.43867
1A_157	0.03575	0.01710	0.32352
1A_158	0.10173	0.00040	0.00387
1A_159	0.02829	0.04662	0.62229
1A_160	0.01259	0.01372	0.52137
1A_161	0.04450	0.02056	0.31601
1A_162	0.03557	0.00387	0.09822
1A_163	0.05320	0.01215	0.18586
1A_164	0.10116	0.01400	0.12157
1A_165	0.06787	0.02030	0.23023
1A_166	0.06742	0.02585	0.27718
1A_167	0.00583	0.03095	0.84159
1A_168	0.03292	0.05138	0.60953
1A_169	0.00147	0.03292	0.95729
1A_170	0.00523	0.04212	0.88963
1A_171	0.00850	0.00853	0.50092
1A_172	0.04061	0.00881	0.17820
1A_173	0.03713	0.01584	0.29909
1A_174	0.01135	0.01039	0.47780
1A_175	0.03276	0.01465	0.30908
1A_176	0.01375	0.00287	0.17272
1A_177	0.00089	0.01894	0.95500
1A_178	0.01380	0.01505	0.52172
1A_179	0.01518	0.01387	0.47741
1A_180	0.01545	0.00157	0.09199
1A_181	0.04020	0.00185	0.04396
1A_182	0.03549	0.01306	0.26899
1A_183	0.01807	0.01254	0.40969
1A_184	0.02505	0.01387	0.35639
1A_185	0.02125	0.01253	0.37101
1A_186	0.02595	0.02072	0.44395
1A_187	0.02274	0.00922	0.28862
1A_188	0.01685	0.01343	0.44343
1A_189	0.01276	0.03894	0.75324
1A_190	0.01949	0.01170	0.37508
1A_191	0.05043	0.00581	0.10331
1A_192	0.00791	0.02500	0.75976
1A_193	0.10082	0.00349	0.03344
1A_194	0.00815	0.02523	0.75587
1A_195	0.02688	0.00120	0.04273
1A_196	0.03038	0.01623	0.34827
1A_197	0.00393	0.04410	0.91828
1A_198	0.01162	0.00586	0.33517
1A_199	0.00394	0.00282	0.41752
1A_200	0.00921	0.00799	0.46438
1A_201	0.04227	0.00751	0.15087
1A_202	0.01874	0.00414	0.18088
1A_203	0.00978	0.00710	0.42076
1A_204	0.02173	0.00265	0.10853
1A_205	0.03103	0.02050	0.39774
1A_206	0.07413	0.00430	0.05478
1A_207	0.01822	0.00945	0.34151
1A_208	0.04191	0.03697	0.46866
1A_209	0.02702	0.03399	0.55716
1A_210	0.03494	0.01211	0.25742
1A_211	0.01417	0.01905	0.57346
1A_212	0.04122	0.01318	0.24228
1A_213	0.01555	0.02663	0.63139
1A_214	0.08125	0.01726	0.17521
1A_215	0.00951	0.03289	0.77572
1A_216	0.08213	0.04853	0.37141
1A_217	0.02287	0.00216	0.08637
1A_218	0.02754	0.02414	0.46705
1A_219	0.00625	0.02450	0.79688
1A_220	0.01610	0.01047	0.39406
1A_221	0.06251	0.00789	0.11204
1A_222	0.03876	0.00890	0.18672
1A_223	0.04157	0.00242	0.05501
1A_224	0.05607	0.01750	0.23786
1A_225	0.01557	0.00550	0.26101
1A_226	0.06249	0.02748	0.30546
1A_227	0.05930	0.01395	0.19049
1A_228	0.04449	0.02304	0.34117
1A_229	0.03611	0.02658	0.42401
1A_230	0.00297	0.00772	0.72249
1A_231	0.01961	0.02069	0.51336
1A_232	0.02057	0.01072	0.34269
1A_233	0.01608	0.02233	0.58133
1A_234	0.01007	0.02940	0.74477
1A_235	0.02309	0.03050	0.56909
1A_236	0.00983	0.01728	0.63744
1A_237	0.04648	0.01084	0.18908
1A_238	0.01698	0.02023	0.54366
1A_239	0.07928	0.01513	0.16023
1A_240	0.04623	0.00368	0.07373
1A_241	0.03093	0.00720	0.18875
1A_242	0.00707	0.01132	0.61539
1A_243	0.00325	0.00066	0.16840
1A_244	0.02270	0.00584	0.20453
1A_245	0.03662	0.01200	0.24685
1A_246	0.03475	0.00904	0.20636
1A_248	0.01009	0.03740	0.78756
1A_249	0.08244	0.01358	0.14140
1A_250	0.00757	0.00681	0.47337
1A_251	0.06818	0.00447	0.06156
1A_252	0.00182	0.01543	0.89467
1A_253	0.01449	0.00489	0.25213
1A_254	0.04931	0.00786	0.13752
1A_255	0.03544	0.00314	0.08145
1A_256	0.02906	0.00612	0.17390
1A_277	0.00283	0.00867	0.75384
1A_278	0.03351	0.00373	0.10008
1A_279	0.01943	0.01602	0.45189
1A_280	0.06107	0.02918	0.32331
1A_281	0.01570	0.00097	0.05810
1A_282	0.00939	0.01142	0.54879
1A_283	0.00199	0.02738	0.93224
1A_284	0.08392	0.01669	0.16588
1A_285	0.00111	0.00420	0.79058
1A_300	0.01347	0.01108	0.45124
1A_301	0.03769	0.00714	0.15927
1A_302	0.00314	0.01683	0.84260
1A_303	0.03576	0.00793	0.18146
1A_304	0.00151	0.01652	0.91632
1A_305	0.05490	0.02011	0.26809
1A_306	0.04354	0.00670	0.13331
1A_307	0.02119	0.03337	0.61157
1A_308	0.05714	0.01994	0.25873
1A_309	0.01614	0.02435	0.60135
